circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"     ┌────────────┐
q_0: ┤ RZ(3.3963) ├
     └────────────┘",8daae6719aebc313404bcd8e0234aaaed65eb29cf947561e9a8ff133489b31b6,"[[-0.13  0.   -0.99  0.  ]
 [ 0.   -0.13  0.    0.99]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AC6C75848>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(3.3963) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",7c4bd73642d7ab0e53c709f319254a1228881f95bc488f461381ee4e7ff3c4d6,"[[-0.13  0.    0.    0.   -0.99  0.    0.    0.  ]
 [ 0.   -0.13  0.    0.    0.    0.99  0.    0.  ]
 [ 0.    0.   -0.13  0.    0.    0.   -0.99  0.  ]
 [ 0.    0.    0.   -0.13  0.    0.    0.    0.99]]",28.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AE008EB88>,1,2
"          ┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ H ├──■──
     ┌─┴─┐├───┤├───┤├───┤├───┤┌─┴─┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘",023391dae62c2fcc49c264b43f11971e83114b3856e252a9cf1a4aea870f2be6,"[[ 0.5  0.5  0.5  0.5  0.   0.   0.   0. ]
 [-0.5 -0.5  0.5  0.5  0.   0.   0.   0. ]
 [ 0.   0.   0.   0.   0.5 -0.5 -0.5  0.5]
 [ 0.   0.   0.   0.   0.5 -0.5  0.5 -0.5]]",46.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AE4FB77C8>,4,2
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├
     ┌─┴─┐└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘
q_1: ┤ X ├────────────────────────────────────────
     └───┘                                        ",3a8a168bc3801faafc1c9da05a3bdf0166ec258eee06151b3102df5f6f5d1ff6,"[[0. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0.]]",43.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF7BE0688>,8,1
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├──■──
     ┌─┴─┐├───┤├───┤├───┤├───┤└───┘└───┘┌─┴─┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├──────────┤ X ├
     └───┘└───┘└───┘└───┘└───┘          └───┘",ba1600a24ade4e8d9da40343e12b89dd928c919f713a3985dd6830606ccefbe9,"[[ 0.   0.5  0.   0.5  0.5  0.   0.5  0. ]
 [-0.5  0.   0.5  0.   0.   0.5  0.  -0.5]
 [-0.5  0.   0.5  0.   0.  -0.5  0.   0.5]
 [ 0.  -0.5  0.  -0.5  0.5  0.   0.5  0. ]]",49.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AC996A648>,6,2
"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├──■──
     ┌─┴─┐├───┤├───┤└───┘└───┘└───┘└───┘└───┘└───┘┌─┴─┐
q_1: ┤ X ├┤ H ├┤ H ├──────────────────────────────┤ X ├
     └───┘└───┘└───┘                              └───┘",af4b7a54c1feacd491a726f7e0174999c42a6f5a265965102de03d7e01a2366c,"[[0. 0. 0. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 0. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1.]]",57.0,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AB1193988>,8,2
"          ┌────────────┐
q_0: ──■──┤ RZ(3.3963) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",e8d641951cf0f2ebe4663f5008c70dbb0c8ab598511ef50c4efec2d351616e03,"[[-0.13  0.    0.    0.   -0.99  0.    0.    0.  ]
 [ 0.    0.    0.   -0.13  0.    0.    0.    0.99]
 [ 0.    0.   -0.13  0.    0.    0.   -0.99  0.  ]
 [ 0.   -0.13  0.    0.    0.    0.99  0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AEB6ADB48>,1,1
"          ┌─────────────┐     
q_0: ──■──┤ RZ(-3.3963) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",ff323ad2da7577b32e1d40b1086c09aa8d528517bd2534c6f598183b8d0fa41d,"[[-0.13  0.    0.    0.    0.99  0.    0.    0.  ]
 [ 0.   -0.13  0.    0.    0.   -0.99  0.    0.  ]
 [ 0.    0.   -0.13  0.    0.    0.    0.99  0.  ]
 [ 0.    0.    0.   -0.13  0.    0.    0.   -0.99]]",28.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF0176308>,1,2
"          ┌───┐┌───┐┌───┐┌───┐               
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ H ├────────────■──
     ┌─┴─┐├───┤├───┤├───┤├───┤┌───┐┌───┐┌─┴─┐
q_1: ┤ X ├┤ H ├┤ Z ├┤ H ├┤ S ├┤ H ├┤ Z ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘",ceec83cc663235ae60b004f781762abbaf1455c95bcb43b19924614766414199,"[[ 0.   0.5  0.5  0.   0.5  0.   0.   0.5]
 [-0.5  0.   0.   0.5  0.   0.5 -0.5  0. ]
 [ 0.  -0.5 -0.5  0.   0.5  0.   0.   0.5]
 [-0.5  0.   0.   0.5  0.  -0.5  0.5  0. ]]",49.5,16.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B00AA0AC8>,6,2
"          ┌───┐┌───┐┌───┐┌───┐
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ H ├
     ┌─┴─┐├───┤├───┤├───┤└───┘
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├─────
     └───┘└───┘└───┘└───┘     ",8c08ef31ae690c82dfe3dc6fe7f9c8807ec41b94dd554d8404c1086170d2cfdc,"[[ 0.35  0.35  0.35  0.35  0.35 -0.35 -0.35  0.35]
 [-0.35 -0.35  0.35  0.35  0.35 -0.35  0.35 -0.35]
 [ 0.35  0.35  0.35  0.35 -0.35  0.35  0.35 -0.35]
 [ 0.35  0.35 -0.35 -0.35  0.35 -0.35  0.35 -0.35]]",33.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B05C34348>,4,1
"     ┌────────────┐
q_0: ┤ RZ(0.4846) ├
     └────────────┘",1f22927287bbf21b5f65a90c5315ac473a40127f2382cc4e2b7f448d491fe03c,"[[ 0.97  0.   -0.24  0.  ]
 [ 0.    0.97  0.    0.24]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A8445F3C8>,1,0
"          ┌────────────┐
q_0: ──■──┤ RZ(0.4846) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",7ecc2d644c17f73ba517b5897d9129db61ca9b417140a814ff78ce2c41aed212,"[[ 0.97  0.    0.    0.   -0.24  0.    0.    0.  ]
 [ 0.    0.    0.    0.97  0.    0.    0.    0.24]
 [ 0.    0.    0.97  0.    0.    0.   -0.24  0.  ]
 [ 0.    0.97  0.    0.    0.    0.24  0.    0.  ]]",14.5,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACAA84B88>,1,1
"     ┌─────────────┐
q_0: ┤ RZ(-0.4846) ├
     └─────────────┘",faa1791070821ca90b7cb974f6f2b9aebf099bd8eb447450652850a439ffe1a3,"[[ 0.97  0.    0.24  0.  ]
 [ 0.    0.97  0.   -0.24]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AFDFE1588>,1,0
"          ┌─────────────┐     
q_0: ──■──┤ RZ(-0.4846) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",fdeda8234aacc0fb119acc6dc1af7ec4dfb25135bf16de7fd12eb4aefbf03c99,"[[ 0.97  0.    0.    0.    0.24  0.    0.    0.  ]
 [ 0.    0.97  0.    0.    0.   -0.24  0.    0.  ]
 [ 0.    0.    0.97  0.    0.    0.    0.24  0.  ]
 [ 0.    0.    0.    0.97  0.    0.    0.   -0.24]]",28.5,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A834A6E08>,1,2
"     ┌─────────────┐
q_0: ┤ RZ(-0.5794) ├
     └─────────────┘",3fb2588dfdc3eb580fd2194f636867b1852f4d0e552dedee9d3008dcdc3d5818,"[[ 0.96  0.    0.29  0.  ]
 [ 0.    0.96  0.   -0.29]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD7E7B708>,1,0
"          ┌─────────────┐
q_0: ──■──┤ RZ(-0.5794) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",fddb65def0daad5cc3ce193569536a7d71995d162b5fa60d66458387ab58f8e7,"[[ 0.96  0.    0.    0.    0.29  0.    0.    0.  ]
 [ 0.    0.    0.    0.96  0.    0.    0.   -0.29]
 [ 0.    0.    0.96  0.    0.    0.    0.29  0.  ]
 [ 0.    0.96  0.    0.    0.   -0.29  0.    0.  ]]",14.5,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B04C9CE88>,1,1
"     ┌────────────┐
q_0: ┤ RZ(0.5794) ├
     └────────────┘",cae278dec8804a748511da1001296ce9139d37adbfe8883fec08e09e2f9e5921,"[[ 0.96  0.   -0.29  0.  ]
 [ 0.    0.96  0.    0.29]]",1.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ADFB85B88>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(0.5794) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",6f7ca9c3307fa46cb8df71866434ad00f103a66c72499de8c96008a377113725,"[[ 0.96  0.    0.    0.   -0.29  0.    0.    0.  ]
 [ 0.    0.96  0.    0.    0.    0.29  0.    0.  ]
 [ 0.    0.    0.96  0.    0.    0.   -0.29  0.  ]
 [ 0.    0.    0.    0.96  0.    0.    0.    0.29]]",28.0,1.0,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ADDF98188>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(0.5794) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",dd1f1d5c512326de52d41e6ce75b1d14afc44d5cb401ec22f03e9621b1c016fe,"[[ 0.96  0.    0.    0.   -0.29  0.    0.    0.  ]
 [ 0.    0.    0.    0.96  0.    0.    0.    0.29]
 [ 0.    0.    0.96  0.    0.    0.   -0.29  0.  ]
 [ 0.    0.96  0.    0.    0.    0.29  0.    0.  ]]",14.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AC6363548>,1,1
"          ┌─────────────┐     
q_0: ──■──┤ RZ(-0.5794) ├──■──
     ┌─┴─┐└─────────────┘┌─┴─┐
q_1: ┤ X ├───────────────┤ X ├
     └───┘               └───┘",b7730fb89fa6cfbcd8a029bf92aaab817f022a976a4177868bbc9b3a6dc4b39a,"[[ 0.96  0.    0.    0.    0.29  0.    0.    0.  ]
 [ 0.    0.96  0.    0.    0.   -0.29  0.    0.  ]
 [ 0.    0.    0.96  0.    0.    0.    0.29  0.  ]
 [ 0.    0.    0.    0.96  0.    0.    0.   -0.29]]",28.0,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF44DD548>,1,2
"          ┌───┐                    
q_0: ──■──┤ H ├─────────────────■──
     ┌─┴─┐├───┤┌───┐┌───┐┌───┐┌─┴─┐
q_1: ┤ X ├┤ H ├┤ S ├┤ H ├┤ H ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘└───┘",285038b9594de45d1c01403dbd0c8dba3d14f1d912e8689438fe1f95112b2096,"[[ 0.5  0.5  0.5  0.5  0.   0.   0.   0. ]
 [ 0.   0.   0.   0.   0.5  0.5 -0.5 -0.5]
 [ 0.   0.   0.   0.   0.5 -0.5 -0.5  0.5]
 [ 0.5 -0.5  0.5 -0.5  0.   0.   0.   0. ]]",46.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B095B9908>,4,2
"          ┌───┐┌───┐┌───┐┌────────────┐
q_0: ──■──┤ H ├┤ S ├┤ H ├┤ RZ(598.08) ├
     ┌─┴─┐└───┘└───┘└───┘└────────────┘
q_1: ┤ X ├─────────────────────────────
     └───┘                             ",a20a61f8e26c21cb93736e1fa00e150eb2515ddfad842b67978e99de12bb52d4,"[[-0.69  0.    0.   -0.14 -0.14  0.    0.    0.69]
 [-0.69  0.    0.   -0.14  0.14  0.    0.   -0.69]
 [ 0.   -0.14 -0.69  0.    0.    0.69 -0.14  0.  ]
 [ 0.   -0.14 -0.69  0.    0.   -0.69  0.14  0.  ]]",28.5,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023ACF959048>,4,1
"     ┌─────────────┐
q_0: ┤ RZ(-2.0553) ├
     └─────────────┘",fbf5ac28a000fd87ed4c202e7e1446a3920c8991e5a50da8a736030052161afc,"[[ 0.52  0.    0.86  0.  ]
 [ 0.    0.52  0.   -0.86]]",2.5,2.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF6FF72C8>,1,0
"          ┌─────────────┐
q_0: ──■──┤ RZ(-2.0553) ├
     ┌─┴─┐└─────────────┘
q_1: ┤ X ├───────────────
     └───┘               ",b1de4e249c8fc523d9c5bb97278ba8389f00c4a070ccd1756aaf9da313a92653,"[[ 0.52  0.    0.    0.    0.86  0.    0.    0.  ]
 [ 0.    0.    0.    0.52  0.    0.    0.   -0.86]
 [ 0.    0.    0.52  0.    0.    0.    0.86  0.  ]
 [ 0.    0.52  0.    0.    0.   -0.86  0.    0.  ]]",16.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A7E110C88>,1,1
"     ┌────────────┐
q_0: ┤ RZ(2.0553) ├
     └────────────┘",23b189c4be993359ba00c69d5ee24e7eac3c933a9aed3d65c6d5426eaabcf8c9,"[[ 0.52  0.   -0.86  0.  ]
 [ 0.    0.52  0.    0.86]]",1.5,1.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B036D94C8>,1,0
"          ┌────────────┐     
q_0: ──■──┤ RZ(2.0553) ├──■──
     ┌─┴─┐└────────────┘┌─┴─┐
q_1: ┤ X ├──────────────┤ X ├
     └───┘              └───┘",c07a63483a77b120d8d6d9339b409bc0c4b18d7b42f0f92a70c450c83de1880b,"[[ 0.52  0.    0.    0.   -0.86  0.    0.    0.  ]
 [ 0.    0.52  0.    0.    0.    0.86  0.    0.  ]
 [ 0.    0.    0.52  0.    0.    0.   -0.86  0.  ]
 [ 0.    0.    0.    0.52  0.    0.    0.    0.86]]",28.5,3.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AD7A0DB48>,1,2
"          ┌────────────┐
q_0: ──■──┤ RZ(2.0553) ├
     ┌─┴─┐└────────────┘
q_1: ┤ X ├──────────────
     └───┘              ",be95675402b872419095e8240d4d50fa83626bb18b8349cbd323fa04cd691bc8,"[[ 0.52  0.    0.    0.   -0.86  0.    0.    0.  ]
 [ 0.    0.    0.    0.52  0.    0.    0.    0.86]
 [ 0.    0.    0.52  0.    0.    0.   -0.86  0.  ]
 [ 0.    0.52  0.    0.    0.    0.86  0.    0.  ]]",15.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023AF3E71F48>,1,1
